Lot_color	dist	percent	value	order
R	wide	0	1	1
R	wide	10	1	1
R	wide	20	2	1
R	wide	30	2	1
R	wide	40	0	1
R	wide	50	1	1
R	wide	60	0	1
R	wide	70	2	1
R	wide	80	0	1
R	wide	90	0	1
R	wide	100	1	1
G	narrow	0	0	2
G	narrow	10	0	2
G	narrow	20	0	2
G	narrow	30	2	2
G	narrow	40	0	2
G	narrow	50	4	2
G	narrow	60	0	2
G	narrow	70	2	2
G	narrow	80	0	2
G	narrow	90	0	2
G	narrow	100	2	2
B	skew	0	0	3
B	skew	10	0	3
B	skew	20	0	3
B	skew	30	1	3
B	skew	40	2	3
B	skew	50	3	3
B	skew	60	0	3
B	skew	70	0	3
B	skew	80	0	3
B	skew	90	3	3
B	skew	100	1	3
